"Carimbo de data/hora","Em qual instituição você está fazendo pós graduação?","Se você estuda na UFPR, em qual setor você está inserido?  ","Qual sua atividade atual na sua universidade (relacionada à presença nesta disciplina)?","Em qual grande área do conhecimento sua pesquisa está inserida hoje?","Em qual ano você concluiu sua graduação?","Em qual instituição você concluiu sua graduação? (Responda com a sigla da instituição)","De quais programas de graduação você participou?","Se você já concluiu o mestrado, qual o ano de início do mestrado?","Qual o ano de conclusão do seu mestrado?","Em qual instituição você fez seu mestrado?","Quantos artigos (com qualis) você já publicou?","Você é bolsista remunerado de algum programa? Qual?","Quantas disciplinas de Estatística você cursou na graduação?","Quantas disciplinas de Estatística você cursou na pós-graduação (mestrado + doutorado)? ","Já utilizou algum software com funcionalidades estatísticas?","Qual(is) software(s) com funcionalidades estatísticas você usa ou já usou?","Você vai utilizar métodos estatísticos na sua Pós-Graduação/Pesquisa?","Qual a importância que você atribui à Estatística no seu trabalho de Pós-Graduação/Pesquisa? ","Se você está fazendo Pós-Graduação, qual a sua principal expectativa após a conclusão?","Como tomou conhecimento da Disciplina Transversal?","Após se matricular no SIGA, você assistiu alguma aula do ano anterior da Disciplina no YouTube? ","Tem/teve contato ou conhecimento sobre os professores coordenadores da disciplina?","Tem/teve contato ou conhecimento sobre o(s) prof(s). colaboradores da disciplina?","Você cursou o ensino médio em escola pública ou particular?","Você cursou ensino médio tradicional ou profissionalizante?","Qual o seu sexo?","Qual a sua altura?","Qual o seu peso?","Qual a data do seu nascimento?","Qual das seguintes categorias descreve melhor sua situação de emprego?","Com quem você mora?","Quantos irmãos você tem?","Qual a sua origem?","Qual seu meio de transporte predominante que utilizava ou utilizaria para Universidade em atividades presenciais?","Em média, quanto tempo você demorava ou demoraria para chegar a Universidade?","Em média, quantas vezes você usa táxi/aplicativo de transporte durante o mês?","Possui animal de estimação?","Toca algum instrumento musical?","De quais redes sociais você participa?","Você pratica atividade física regularmente?","Quantas vezes por semana você se exercita?","Qual atividade você pratica?","Quantos anos você acha que a pessoa da foto abaixo tem?","Observe as figuras abaixo. Uma delas se chama ""Bouba"" e a outra ""Kiki"". Quem é quem?",
"21/03/2022 11:33:42","UFPR","AG - Agrárias","Mestrado Profissional","Ciências Biológicas",2021,"UEPG","Iniciação científica",,,,0,"Não",2,0,"Sim","R, Excel ou similares","Certamente sim",7,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",150,45,"18/04/1999","Bolsista em tempo integral","Sozinho",0,"Região metropolitana","A pé",14,6,"Cachorro","Não toco nenhum instrumento","Facebook, Instagram, Linkedin","Não",2,"Dança ",26,"A da esquerda se chama Kiki, a da direita se chama Bouba.",33
"21/03/2022 11:33:52","UFPR","BL - Ciências Biológiccas","Doutorado","Ciências Biológicas",2018,"UFPR","Iniciação científica, Monitoria",2019,2021,"UFPR",1,"CAPES",0,0,"Sim","R","Certamente sim",10,"Conseguir um emprego.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola pública","Ensino médio profissionalizante (técnico)","Masculino",173,66,"26/12/1994","Bolsista em tempo integral","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",3,"Curitiba","Transporte público",70,10,"Não possuo","Violão, Guitarra, Contrabaixo","Facebook, Google+, Instagram","Sim",5,"Musculação, Futebol",27,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
"21/03/2022 11:35:23","UFPR","BL - Ciências Biológiccas","Mestrado Profissional","Ciências Biológicas",2004,"PUC CAMPINAS","Monitoria",,,,3,"Não",2,0,"Não","Nunca usei","Certamente sim",10,"Aumento salarial e oportunidades mais promissoras.","Site da UFPR ou instituição de origem","Não","Não","Sim","Parte em escola pública, parte em particular","Ensino médio tradicional","Feminino",172,70,"29/12/1979","Trabalho com carteira assinada/Vínculo Formal","Com outros familiares",2,"Outro Estado","Carro/moto próprio",30,2,"Cachorro","Não toco nenhum instrumento","Instagram","Sim",3,"PILATES",30,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
"21/03/2022 11:36:43","Fiocruz","BL - Ciências Biológiccas","Doutorado","Ciências Biológicas",2018,"UEPG","Iniciação científica, Monitoria",2019,2021,"Fiocruz",3,"ICC",1,0,"Sim","R, Excel ou similares","Não sei ainda",10,"A terceira opção + oportunidade de emprego e concursos","Site da UFPR ou instituição de origem","Não","Sim","Não","Totalmente em escola pública","Ensino médio profissionalizante (técnico)","Feminino",168,65,"03/07/1996","Bolsista em tempo integral","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",1,"Interior do Paraná","Transporte público",60,10,"Cachorro","Não toco nenhum instrumento","Facebook, Instagram, Linkedin","Não",0,"Nenhuma",30,"A da esquerda se chama Kiki, a da direita se chama Bouba.",36
"21/03/2022 11:37:18","UFPR","AG - Agrárias","Doutorado","Ciências Biológicas",2011,"UFPR","Iniciação científica",2011,2013,"UFPR",5,"Não",1,0,"Sim","R","Certamente sim",10,"Aumento salarial e oportunidades mais promissoras.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Feminino",157,62,"24/07/1988","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",0,"Curitiba","Carro/moto próprio",40,5,"Gato","Não toco nenhum instrumento","Facebook, Twitter, Instagram, Linkedin","Sim",5,"Caminhada, Ciclismo, Musculação, Pilates, Futebol",35,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
"21/03/2022 11:42:40","UFPR","SD - Saúde","Doutorado","Ciências Biológicas",2003,"PUC-PR","Não participei",2013,2015,"UFPR",11,"Não",0,0,"Não","Nunca usei","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Parte em escola pública, parte em particular","Ensino médio tradicional","Masculino",178,90,"01/06/1978","Trabalho com carteira assinada/Vínculo Formal","Sozinho",1,"Curitiba","Carro/moto próprio",30,0,"Gato","Não toco nenhum instrumento","Facebook, Instagram, Linkedin","Não",0,"Nenhuma",25,"A da esquerda se chama Kiki, a da direita se chama Bouba.",37
"21/03/2022 11:46:12","UFPR","SD - Saúde","Doutorado","Ciências Exatas",2021,"UFPR","Iniciação científica",,,,1,"Não",1,0,"Não","Nunca usei","Certamente sim",8,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Sim","Totalmente em escola pública","Ensino médio tradicional","Masculino",168,87,"26/04/1961","Profissional Autonomo","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",2,"Outro País","Carro/moto próprio",30,0,"Não possuo","Não toco nenhum instrumento","Facebook, Instagram, Linkedin","Não",0,"Nenhuma",35,"A da esquerda se chama Kiki, a da direita se chama Bouba.",24
"21/03/2022 11:46:44","UFPR","SA - Sociais Aplicadas","Doutorado","Ciências Humanas",2002,"UTP","Iniciação científica, Monitoria, Projeto de extensão, Pesquisa participante",2008,2010,"UFPR",0,"Não",1,1,"Sim","R, Excel ou similares, Matlab","Certamente sim",8,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola pública","Ensino médio profissionalizante (técnico)","Masculino",187,107,"08/10/1965","Trabalho por contrato","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",2,"Interior do Paraná","Carro/moto próprio",15,0,"Não possuo","Violão","Facebook, Twitter, Google+, Instagram, Linkedin, Outras","Sim",3,"Caminhada, Musculação",30,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
"21/03/2022 11:50:40","UFPR","BL - Ciências Biológiccas","Doutorado","Ciências Biológicas",2015,"UFPR","Iniciação científica, Monitoria, Projeto de extensão",2015,2017,"UFPR",0,"CAPES",1,1,"Sim","SPSS, Excel ou similares","Certamente sim",9,"Aumento salarial e oportunidades mais promissoras.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Feminino",170,63,"19/03/1994","Trabalho com carteira assinada/Vínculo Formal","Com os pais",1,"Interior do Paraná","Transporte público",80,10,"Não possuo","Violão","Facebook, Instagram, Linkedin","Sim",4,"Musculação",24,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
"21/03/2022 11:53:49","UFPR","SL - Litoral","Mestrado Acadêmico","Ciências Biológicas",2017,"UFRN","Iniciação científica",,,,1,"CAPES",1,0,"Sim","R, Excel ou similares","Certamente sim",9,"Aumento salarial e oportunidades mais promissoras.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",165,70,"13/06/1994","Bolsista em tempo integral","Com amigos",2,"Outro Estado","Bicicleta",10,2,"Cachorro","Não toco nenhum instrumento","Facebook, Twitter, Google+, Instagram, Linkedin, Outras","Sim",3,"Caminhada, Corrida, Ciclismo, Musculação",32,"A da esquerda se chama Kiki, a da direita se chama Bouba.",28
"21/03/2022 11:57:47","UFPR","BL - Ciências Biológiccas","Doutorado","Ciências Biológicas",2013,"Universidade Federal de Mato Grosso do Sul (UFMS)","Empresa Júnior",2015,2017,"Universidade Federal de Mato Grosso do Sul (UFMS)",2,"CAPES",1,1,"Sim","Excel ou similares","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","SIGA","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Masculino",191,88,"05/01/1991","Bolsista em tempo integral","Sozinho",1,"Outro Estado","Carro/moto próprio",15,2,"Não possuo","Não toco nenhum instrumento","Facebook, Instagram, Linkedin","Não",1,"Corrida, Basquete",28,"A da esquerda se chama Kiki, a da direita se chama Bouba.",29
"21/03/2022 11:59:36","UFPR","SA - Sociais Aplicadas","Doutorado","Ciências Humanas",2016,"UFBA","Iniciação científica",2019,2019,"UFBA",4,"FAPESB",2,0,"Sim","Excel ou similares","Não sei ainda",9,"Aumento salarial e oportunidades mais promissoras.","Email institucional da SuCom (Superintendência de Comunicação e Marketing)","Sim","Não","Não","Totalmente em escola pública","Nunca","Masculino",165,76,"05/03/1990","Trabalho por contrato","Com amigos",4,"Outro País","Transporte público",2,1,"Não possuo","Não toco nenhum instrumento","Facebook","Sim",4,"Caminhada",38,"A da esquerda se chama Bouba, a da direita se chama Kiki.",12
"21/03/2022 12:01:13","UFPR","CH - Humanas","Mestrado Acadêmico","Ciências Humanas",2021,"UFPR","Iniciação científica, Monitoria, Projeto de extensão, Empresa Júnior, Mobilidade acadêmica internacional; PVA",,,,1,"Não",1,0,"Sim","SPSS, Excel ou similares, Jamovi","Não sei ainda",9,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Pela reunião inicial para novos alunos do meu PPG","Sim","Não","Não","Totalmente em escola pública","Ensino médio profissionalizante (técnico)","Feminino",167,64,"09/02/1996","Desempregada","Com os pais",2,"Curitiba","Transporte público",50,0,"Não possuo","Não toco nenhum instrumento","Facebook, Twitter, Instagram, Linkedin","Sim",6,"Corrida, Ciclismo, Musculação",25,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
"21/03/2022 12:09:42","UFPR","ED - Educação","Doutorado","Ciências Humanas",2012,"UFC","PET, Monitoria, Projeto de extensão",2017,2019,"UECE",2,"CAPES",1,2,"Sim","SPSS, Excel ou similares","Certamente sim",10,"Aumento salarial e oportunidades mais promissoras.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",166,72,"09/04/1991","Bolsista em tempo integral","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",1,"Outro Estado","Transporte público",45,2,"Não possuo","Não toco nenhum instrumento","Facebook, Google+, Instagram, Outras","Sim",4,"Caminhada, Musculação",32,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
"21/03/2022 12:11:42","UFPR","CH - Humanas","Doutorado","Ciências Humanas",2018,"Uninter","Iniciação científica",2019,2021,"UFPR",3,"CAPES",1,0,"Sim","SPSS, Excel ou similares","Certamente sim",9,"Conseguir um emprego.","Email institucional da SuCom (Superintendência de Comunicação e Marketing)","Não","Sim","Não","Totalmente em escola pública","Ensino médio tradicional","Feminino",168,66,"09/12/1997","Bolsista em tempo integral","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",1,"Curitiba","Transporte público",60,5,"Gato","Não toco nenhum instrumento","Facebook, Twitter, Instagram, Linkedin","Sim",4,"Corrida, Musculação",25,"A da esquerda se chama Kiki, a da direita se chama Bouba.",33
"21/03/2022 12:11:43","UNIOESTE",,"Doutorado","Ciências Humanas",1992,"upeg","Não participei",2000,2002,"USP/UNOPAR",0,"Não",2,1,"Não","Nunca usei","Certamente sim",4,"CONHECIMENTO","Site da UFPR ou instituição de origem","Sim","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Masculino",172,110,"05/04/1969","Trabalho com carteira assinada/Vínculo Formal","Com outros familiares",5,"Interior do Paraná","Carro/moto próprio",2,0,"Cachorro, Outro","Não toco nenhum instrumento","Facebook, Google+, Instagram, Linkedin, Outras","Sim",2,"Futebol",30,"A da esquerda se chama Bouba, a da direita se chama Kiki.",25
"21/03/2022 12:11:55","UFPR","AG - Agrárias","Doutorado","Ciências Biológicas",2008,"UEL","Iniciação científica, Monitoria",2015,2018,"Unesp de Araçatuba",1,"CAPES",1,1,"Sim","BioEstat","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Sim","Sim","Totalmente em escola particular","Ensino médio tradicional","Feminino",163,51,"16/02/1981","Bolsista em tempo integral","Sozinho",3,"Outro Estado","Carro/moto próprio",15,0,"Não possuo","Não toco nenhum instrumento","Instagram","Não",0,"Nenhuma",26,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
"21/03/2022 12:20:55","UEPG",,"Doutorado","Ciências Biológicas",2005,"UFPR","Projeto de extensão",2016,2018,"UFFS",2,"Não",1,1,"Sim","Genes software","Certamente sim",10,"Aumento salarial e oportunidades mais promissoras.","Site da UFPR ou instituição de origem","Não","Não","Não","Parte em escola pública, parte em particular","Ensino médio tradicional","Feminino",173,100,"31/01/1983","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",3,"Interior do Paraná","Carro/moto próprio",30,0,"Cachorro","Não toco nenhum instrumento","Facebook, Twitter, Instagram, Linkedin","Não",0,"Nenhuma",25,"A da esquerda se chama Bouba, a da direita se chama Kiki.",36
"21/03/2022 12:31:57","UFPR","SD - Saúde","Mestrado Acadêmico","Ciências Biológicas",2022,"UFPR","Iniciação científica, Projeto de extensão",,2024,,0,"CAPES",1,0,"Não","Nunca usei","Certamente sim",8,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Feminino",175,59,"19/02/1995","Bolsista em tempo integral","Sozinho",2,"Outro Estado","A pé",15,4,"Não possuo","Não toco nenhum instrumento","Facebook, Instagram, Linkedin","Não",1,"Caminhada",28,"A da esquerda se chama Kiki, a da direita se chama Bouba.",35
"21/03/2022 12:37:16","UTFPR",,"Doutorado","Ciências Humanas",2014,"UNOPAR","Não participei",2016,2018,"Unioeste",5,"Não",1,1,"Sim","R, Statistica, Excel ou similares","Não sei ainda",8,"Aumento salarial e oportunidades mais promissoras.","Email utfpr","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Feminino",169,83,"14/02/1992","Trabalho com carteira assinada/Vínculo Formal","Sozinho",2,"Outro Estado","Carro/moto próprio",480,0,"Não possuo","Não toco nenhum instrumento","Facebook, Instagram","Sim",3,"Caminhada, Musculação",32,"A da esquerda se chama Bouba, a da direita se chama Kiki.",28
"21/03/2022 12:39:07","UFPR","AC - Artes, Comunicação e Design","Doutorado","Ciências Humanas",2008,"UP","Estágio ",2012,2014,"UTFPR",3,"Não",0,0,"Sim","R, Excel ou similares, Matlab, Tableau e a linguagem Python","Não sei ainda",8,"Estar apta a concursos em vagas de docencia","Site da UFPR ou instituição de origem","Sim","Sim","Sim","Totalmente em escola pública","Ensino médio tradicional","Feminino",167,52,"13/07/1987","Trabalho ocasional","Sozinho",2,"Interior do Paraná","A pé",30,5,"Gato","Não toco nenhum instrumento","Facebook, Instagram","Sim",3,"Caminhada, Corrida, Yoga",35,"A da esquerda se chama Kiki, a da direita se chama Bouba.",35
"21/03/2022 12:39:53","UFPR","SP - Palotina","Mestrado Acadêmico","Ciências Biológicas",2014,"UFPR","Monitoria, Projeto de extensão",,,,3,"Não",1,0,"Não","Nunca usei","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Feminino",165,54,"26/03/1992","Trabalho ocasional","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",2,"Interior do Paraná","Táxi/Aplicativo",30,0,"Não possuo","Não toco nenhum instrumento","Facebook, Instagram, Linkedin","Sim",1,"Pilates",20,"A da esquerda se chama Kiki, a da direita se chama Bouba.",36
"21/03/2022 12:42:36","UTFPR",,"Mestrado Acadêmico","Ciências Exatas",2021,"UTFPR","Iniciação científica, Projeto de extensão, Empresa Júnior",,,,3,"Não",2,0,"Sim","R, Excel ou similares, Matlab","Certamente sim",10,"Aumento salarial e oportunidades mais promissoras.","Pelo(a)  orientador(a)","Não","Sim","Sim","Totalmente em escola pública","Ensino médio tradicional","Feminino",159,70,"28/09/1997","Trabalho ocasional","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",3,"Outro Estado","Transporte público",30,4,"Não possuo","Não toco nenhum instrumento","Google+, Instagram, Linkedin","Sim",3,"Ciclismo, Musculação",26,"A da esquerda se chama Bouba, a da direita se chama Kiki.",35
"21/03/2022 12:42:39","UFPR","BL - Ciências Biológiccas","Mestrado Acadêmico","Ciências Biológicas",2017,"PUCPR","Projeto de extensão",2017,2019,"UFPR",0,"Não",1,0,"Não","Nunca usei","Certamente sim",10,"Aumento salarial e oportunidades mais promissoras.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola pública","Ensino médio com formação docente (magistério)","Feminino",167,57,"14/12/1994","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",1,"Região metropolitana","Transporte público",105,0,"Cachorro","Violão","Facebook, Twitter, Google+, Instagram, Linkedin, Outras","Sim",4,"Ciclismo, Musculação",30,"A da esquerda se chama Bouba, a da direita se chama Kiki.",40
"21/03/2022 12:43:02","UFPR","AG - Agrárias","Mestrado Acadêmico","Ciências Biológicas",2021,"IFC","Iniciação científica, Monitoria, Projeto de extensão",,,,1,"Não",0,0,"Sim","R","Certamente sim",9,"Aumento salarial e oportunidades mais promissoras.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",165,56,"18/02/1997","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",0,"Outro Estado","Bicicleta",60,10,"Gato","Não toco nenhum instrumento","Instagram, Linkedin","Sim",1,"Musculação",25,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
"21/03/2022 12:46:27","UFPR","TC - Tecnologia","Doutorado","Ciências Exatas",2004,"UFPR","Bolsa Trabalho",2013,2015,"UFPR",3,"Não",0,0,"Sim","R, Excel ou similares","Certamente sim",10,"Aumento salarial e oportunidades mais promissoras.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola pública","Ensino médio profissionalizante (técnico)","Masculino",176,90,"02/07/1977","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",2,"Curitiba","Carro/moto próprio",60,0,"Cachorro, Gato","Piano, Flauta, Outro","Facebook, Twitter, Google+, Instagram, Linkedin","Não",1,"Caminhada, Futebol",32,"A da esquerda se chama Kiki, a da direita se chama Bouba.",37
